[2024-02-01 09:43:13] INFO (traceId:65BB91E110473|customerId:) {/var/www/bbva-uat/modules/modo/controllers/front/callback.php:L73} :: INFO - New callback :: Ctx:{"payload":{"id":"6b4020b0-f451-4238-bb08-d2235f7e7f21","status":"CREATED","external_intention_id":"32057-d168523da9ca93c89bfb30b8e66e5d01","installments":[],"payer":[],"card":[],"signature":{"payload":"eyJpZCI6IjZiNDAyMGIwLWY0NTEtNDIzOC1iYjA4LWQyMjM1ZjdlN2YyMSIsInN0YXR1cyI6IlNDQU5ORUQiLCJleHRlcm5hbF9pbnRlbnRpb25faWQiOiIyMTAzMTY0LTE2OTMzNTI3NDciLCJpbnN0YWxsbWVudHMiOnt9LCJwYXllciI6e30sImNhcmQiOnt9fQ","protected":"eyJhbGciOiJSUzI1NiIsImtpZCI6IkxycmFQaXh4TlZES2Z5dXJjelNkS3BrbEl6a2ZUWExUSnVUNDdydmtic28ifQ","signature":"iJ89mtRb0a-iBQXwRaxukMGLsGqhB_pWAYODS5ty-EPQKEdYnpXwVUtlHO_5gZjJ63AUdpyo8PNZsrL-xzYDQsWjOegiejKwERXOChTyoMtT6xX4_RUulvLZiF3cbi2EuEw_n0q3yP276LB1qyY7IvAOrh5yc7D_hg797EZc25ab2bq6oSyFAYiRxB4MTnfwSB-8J9tMze0lgqkul7pBTpm42afptOqzrcdhEMzXLDfpeAcK17011qFN2oKGH4FnVVUKuSm01oQMFwf41mn21IU5Ki-G1VdV26j_v1inFdsMfu3nL4cUJbcXLIStI_rlmj5-alg7fh12I__bidCb7gNOQJO2bgCROuirEYcYekZrWDTJC6p-PNr7keG3KozXSrnHHUmx6WOZyibbO_tc5Gt0awjZIJnd8v1fETwVfvh_83Qs3P-LR2ibuHsZbZ07aCfyHNcmLeeUTofACOuuVXFjt0hzYmQZgA0Vut9f41HR8Eukh7JHAcUx6bbEQKSHZbU7pYxWm9_AOmJRLTwzvF3-tUzVyyQfeMCN8nVDOYaBFKzcOUzisVDVJtINzagQxjqiQGxgrRk9F8LbXjHwbonHQC_5Fhz9hhG8l-LAoPUT2-UCThS6cA1LHRb95IVmHTR-0AJ05draJzJIp-OraO3UTWnocgtJ_5E1Lz9cAWY"}}} 
[2024-02-01 09:43:13] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:13] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:13] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:13] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:13] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:13] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:13] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:13] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:13] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L680} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] WARNING (traceId:|customerId:) {/var/www/bbva-uat/classes/Carrier.php:L681} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/Cart.php","line":2773} 
[2024-02-01 09:43:14] INFO (traceId:65BB91E110473|customerId:) {/var/www/bbva-uat/modules/modo/src/Repositories/ModoTrackingRepository.php:L35} :: MODO - Saving Tracking :: Ctx:{"trackingData":{"id_cart":32057,"id_customer":16730,"id_supplier":"31","step":1,"description_step":"Pago con MODO: CREATED","status":"CREATED","amount":"","operation_id":"32057-d168523da9ca93c89bfb30b8e66e5d01","general_description":""}} 
[2024-02-01 09:43:14] ERROR (traceId:|customerId:) {NULL:LNULL} :: Uncaught Exception Error: "Undefined class constant 'MODO_TRACKING_TABLE'" at /var/www/bbva-uat/modules/modo/src/Repositories/ModoTrackingRepository.php line 37 :: Ctx:{"exception":"[object] (Error(code: 0): Undefined class constant 'MODO_TRACKING_TABLE' at /var/www/bbva-uat/modules/modo/src/Repositories/ModoTrackingRepository.php:37)"} 
[2024-02-01 09:43:14] ALERT (traceId:|customerId:) {NULL:LNULL} :: Fatal Error (E_ERROR): Uncaught Error: Undefined class constant 'MODO_TRACKING_TABLE' in /var/www/bbva-uat/modules/modo/src/Repositories/ModoTrackingRepository.php:37 Stack trace: #0 /var/www/bbva-uat/modules/modo/src/Services/ModoTrackingService.php(28): Aper\Modo\Repositories\ModoTrackingRepository->save(Object(Aper\Modo\Domains\ModoTrackingDomain)) #1 /var/www/bbva-uat/modules/modo/controllers/front/callback.php(107): Aper\Modo\Services\ModoTrackingService->insertTracking(Object(Aper\Modo\Domains\ModoTrackingDomain)) #2 /var/www/bbva-uat/modules/modo/controllers/front/callback.php(81): ModoCallbackModuleFrontController->processCallback(Object(Aper\Modo\Dtos\CallbackDTO)) #3 /var/www/bbva-uat/classes/controller/Controller.php(178): ModoCallbackModuleFrontController->postProcess() #4 /var/www/bbva-uat/classes/Dispatcher.php(367): ControllerCore->run() #5 /var/www/bbva-uat/index.php(31): DispatcherCore->dispatch() #6 {main}   thrown :: Ctx:{"code":1,"message":"Uncaught Error: Undefined class constant 'MODO_TRACKING_TABLE' in /var/www/bbva-uat/modules/modo/src/Repositories/ModoTrackingRepository.php:37\nStack trace:\n#0 /var/www/bbva-uat/modules/modo/src/Services/ModoTrackingService.php(28): Aper\\Modo\\Repositories\\ModoTrackingRepository->save(Object(Aper\\Modo\\Domains\\ModoTrackingDomain))\n#1 /var/www/bbva-uat/modules/modo/controllers/front/callback.php(107): Aper\\Modo\\Services\\ModoTrackingService->insertTracking(Object(Aper\\Modo\\Domains\\ModoTrackingDomain))\n#2 /var/www/bbva-uat/modules/modo/controllers/front/callback.php(81): ModoCallbackModuleFrontController->processCallback(Object(Aper\\Modo\\Dtos\\CallbackDTO))\n#3 /var/www/bbva-uat/classes/controller/Controller.php(178): ModoCallbackModuleFrontController->postProcess()\n#4 /var/www/bbva-uat/classes/Dispatcher.php(367): ControllerCore->run()\n#5 /var/www/bbva-uat/index.php(31): DispatcherCore->dispatch()\n#6 {main}\n  thrown","file":"/var/www/bbva-uat/modules/modo/src/Repositories/ModoTrackingRepository.php","line":37,"trace":null} 
[2024-02-01 18:44:45] NOTICE (traceId:|customerId:) {/var/www/bbva-uat/tools/smarty/sysplugins/smarty_internal_compilebase.php:L75} :: E_DEPRECATED: The each() function is deprecated. This message will be suppressed on further calls :: Ctx:{"code":8192,"message":"The each() function is deprecated. This message will be suppressed on further calls","file":"/var/www/bbva-uat/tools/smarty/sysplugins/smarty_internal_compilebase.php","line":75} 
[2024-02-01 18:45:08] WARNING (traceId:|customerId:) {/var/www/bbva-uat/override/modules/blockcart/blockcart.php:L41} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/modules/blockcart/blockcart.php","line":158} 
